label,rx1,ry1,rz1,rx2,ry2,rz2,rx3,ry3,rz3,rx4,ry4,rz4,rx5,ry5,rz5,rx6,ry6,rz6,rx7,ry7,rz7,rx8,ry8,rz8,rx9,ry9,rz9,rx10,ry10,rz10,rx11,ry11,rz11,rx12,ry12,rz12,rx13,ry13,rz13,rx14,ry14,rz14,rx15,ry15,rz15,rx16,ry16,rz16,rx17,ry17,rz17,rx18,ry18,rz18,rx19,ry19,rz19,rx20,ry20,rz20
A,-0.1238202452659607,-0.05505913496017456,-0.048646908223759056,-0.20181843638420105,-0.14623010158538818,-0.07404610884202611,-0.19691616296768188,-0.23886638879776,-0.09698680412782323,-0.15332642197608948,-0.30244773626327515,-0.10817490142596853,-0.08751505613327026,-0.22833549976348877,-0.03904291239393842,-0.09326401352882385,-0.2844963073730469,-0.09134117883456838,-0.09840929508209229,-0.19363218545913696,-0.10549760979426992,-0.08928877115249634,-0.17375701665878296,-0.11139013242734563,-0.003066420555114746,-0.21706444025039673,-0.04116347056640279,-0.019371867179870605,-0.2690245807170868,-0.10331693661225927,-0.03412771224975586,-0.16869795322418213,-0.10430316996587408,-0.01998847723007202,-0.16226345300674438,-0.0947220436931957,0.07386249303817749,-0.19712167978286743,-0.052537754148374916,0.05880236625671387,-0.25293081998825073,-0.11423758786929739,0.03301507234573364,-0.15816187858581543,-0.08150906485332143,0.046172380447387695,-0.15495967864990234,-0.04825411733997953,0.1472536325454712,-0.16812264919281006,-0.06868951392186773,0.12982499599456787,-0.21301501989364624,-0.09725458544505727,0.09529441595077515,-0.1481984257698059,-0.06931868565095556,0.09750211238861084,-0.13514435291290283,-0.044051520496736885
A,-0.11892127990722656,-0.0523495078086853,-0.04802185414348514,-0.19787102937698364,-0.1424451470375061,-0.07246826706443699,-0.19316095113754272,-0.23873373866081238,-0.09445551900182636,-0.14999493956565857,-0.30409735441207886,-0.1046807554176894,-0.08772581815719604,-0.2247304618358612,-0.03600122524414928,-0.08801442384719849,-0.2840893566608429,-0.09012737242494495,-0.09295213222503662,-0.19336915016174316,-0.10567292688403995,-0.08408248424530029,-0.17222875356674194,-0.11191085843358906,-0.0027391910552978516,-0.2131480574607849,-0.03891846654926212,-0.012806951999664307,-0.26699098944664,-0.10040859250341327,-0.02984321117401123,-0.16845941543579102,-0.10221625236783893,-0.019336462020874023,-0.16275817155838013,-0.09315786628042133,0.07374376058578491,-0.1935962438583374,-0.05139206094656856,0.06429123878479004,-0.24816352128982544,-0.11492596684013279,0.03724408149719238,-0.154441237449646,-0.08385082451616199,0.04629409313201904,-0.15204256772994995,-0.05084032682691486,0.14768147468566895,-0.1647566556930542,-0.06824525563035877,0.13328957557678223,-0.21232253313064575,-0.0995525729468909,0.09949958324432373,-0.146539568901062,-0.07209967939172657,0.09883707761764526,-0.1320892572402954,-0.04621040938411625
A,-0.12636259198188782,-0.05478361248970032,-0.0505803930024058,-0.2073764204978943,-0.13952869176864624,-0.0784833947578818,-0.21188130974769592,-0.22754508256912231,-0.10532397724784914,-0.16488879919052124,-0.29194124042987823,-0.12060033477939669,-0.09072995185852051,-0.23124155402183533,-0.03855698131121699,-0.10107189416885376,-0.2930247038602829,-0.09320404328502718,-0.10244289040565491,-0.19622176885604858,-0.10926601238645617,-0.09480836987495422,-0.16470465064048767,-0.11534097738660876,0.0024135708808898926,-0.22253337502479553,-0.040507807807102836,-0.016048729419708252,-0.2829383760690689,-0.10494760371841494,-0.0325809121131897,-0.1712845265865326,-0.10948038049139086,-0.01934903860092163,-0.15750473737716675,-0.10152766056455675,0.0871201753616333,-0.20516681671142578,-0.05162893928684298,0.07394081354141235,-0.2719816267490387,-0.11814723856844012,0.04092049598693848,-0.16602104902267456,-0.08796496637262408,0.048139989376068115,-0.1514720320701599,-0.05411043338574473,0.16569548845291138,-0.17856857180595398,-0.0674166525164992,0.15592479705810547,-0.23266497254371643,-0.10014522023595873,0.11373257637023926,-0.16429471969604492,-0.07238363422550265,0.10665339231491089,-0.14249664545059204,-0.04546441085733477
A,-0.11324939131736755,-0.07035976648330688,-0.05367294096856767,-0.19098973274230957,-0.16461247205734253,-0.08430505314379388,-0.19620907306671143,-0.25104326009750366,-0.1127379439166134,-0.13620030879974365,-0.30163830518722534,-0.12903948643713647,-0.0686948299407959,-0.23810556530952454,-0.047274028449351135,-0.07874530553817749,-0.3003934323787689,-0.1008980847290104,-0.08501362800598145,-0.20428705215454102,-0.11164772280960733,-0.07910001277923584,-0.1781938374042511,-0.11485985436945612,0.02234894037246704,-0.21902763843536377,-0.04871266105681116,0.0029207468032836914,-0.2788749635219574,-0.11479794004469568,-0.01827472448348999,-0.16980957984924316,-0.11455355355053598,-0.004304945468902588,-0.15994220972061157,-0.10301594206600839,0.10433977842330933,-0.19072934985160828,-0.0593426018348282,0.09000366926193237,-0.2521541118621826,-0.12714283683806116,0.053227126598358154,-0.15093669295310974,-0.09289971509485895,0.062184035778045654,-0.1430491805076599,-0.05624112629800493,0.17686069011688232,-0.1530517339706421,-0.07481592664032632,0.16846495866775513,-0.20633387565612793,-0.10680654415398294,0.12346833944320679,-0.14138388633728027,-0.07689782747536356,0.11809957027435303,-0.12319079041481018,-0.04921868958979303
A,-0.12185999751091003,-0.05953797698020935,-0.05599948780752584,-0.20178499817848206,-0.14648640155792236,-0.08856325240947172,-0.207189679145813,-0.23254317045211792,-0.11903658153630658,-0.15614551305770874,-0.29553183913230896,-0.13744596036292478,-0.07685467600822449,-0.23528817296028137,-0.04924524592377111,-0.09063592553138733,-0.29793374240398407,-0.10466587932921811,-0.09636944532394409,-0.20109593868255615,-0.11865614744044706,-0.08692511916160583,-0.17381054162979126,-0.12426478060103818,0.014758586883544922,-0.22353649139404297,-0.050255432894005025,-0.007778584957122803,-0.2848385125398636,-0.11914474906541273,-0.028258949518203735,-0.17387112975120544,-0.12253694625712797,-0.011941611766815186,-0.16165804862976074,-0.11349618824340268,0.09807658195495605,-0.20250117778778076,-0.06051318364359304,0.08269667625427246,-0.2693769037723541,-0.13040608557082578,0.047053396701812744,-0.16659310460090637,-0.09766223671056196,0.05781739950180054,-0.15463274717330933,-0.06219661252714559,0.17598748207092285,-0.17237865924835205,-0.07594301941014692,0.1649169921875,-0.22968262434005737,-0.11070628108598157,0.11772847175598145,-0.16137826442718506,-0.08179109932996198,0.11017978191375732,-0.13883483409881592,-0.05441514419533178
A,0.15614724159240723,-0.07755064964294434,-0.04316175608852291,0.274209201335907,-0.206396222114563,-0.06983675687530422,0.3354076147079468,-0.2861716151237488,-0.09401705740907573,0.32258176803588867,-0.3409099578857422,-0.1059541243217268,0.14244616031646729,-0.3621889352798462,-0.08609137563922786,0.2603788375854492,-0.3984375,-0.15242022155740642,0.260816752910614,-0.2935401201248169,-0.1705452936790266,0.2226836085319519,-0.2699885666370392,-0.17584934710481548,0.052653372287750244,-0.360761433839798,-0.10249116896608257,0.18766158819198608,-0.3578188121318817,-0.17181691407182598,0.1839497685432434,-0.23627066612243652,-0.1813351648948469,0.14056438207626343,-0.23934060335159302,-0.18169058739164257,-0.0252724289894104,-0.32169172167778015,-0.12468571840742015,0.10355448722839355,-0.3121253252029419,-0.1960250276229658,0.11520957946777344,-0.19744491577148438,-0.17950303732374095,0.07485693693161011,-0.20398956537246704,-0.15971997260072612,-0.0958256721496582,-0.26820629835128784,-0.1501813220880308,0.01429736614227295,-0.2521618902683258,-0.19760066150644207,0.0407448410987854,-0.18205493688583374,-0.18227727591016674,0.005496323108673096,-0.18372446298599243,-0.1657683092258253
A,0.13959276676177979,-0.10110265016555786,-0.06103969207430282,0.24401158094406128,-0.23204579949378967,-0.09788623666787544,0.2752208709716797,-0.32906708121299744,-0.12573783314252296,0.24009603261947632,-0.3994008004665375,-0.14056122517609992,0.049302518367767334,-0.38745439052581787,-0.09887021994614997,0.1890365481376648,-0.4080592691898346,-0.16162140882039466,0.19923245906829834,-0.29154402017593384,-0.1766148827078382,0.14931952953338623,-0.27815699577331543,-0.18221549904370704,-0.04167407751083374,-0.379260390996933,-0.1011148861649076,0.10996276140213013,-0.365115225315094,-0.16692535793805519,0.12883704900741577,-0.23621654510498047,-0.17385535156751075,0.08142983913421631,-0.2453821301460266,-0.17534010326886573,-0.11055237054824829,-0.33523431420326233,-0.10802528476739326,0.03980940580368042,-0.32217806577682495,-0.17960231220746437,0.06256496906280518,-0.2065647840499878,-0.15715529239201942,0.017667531967163086,-0.20998281240463257,-0.13436360871816078,-0.17006194591522217,-0.2724103629589081,-0.1182691550853292,-0.047607421875,-0.28145796060562134,-0.16465114271665016,-0.010307133197784424,-0.20842093229293823,-0.14333193218732276,-0.04378855228424072,-0.19505107402801514,-0.12169432109618583
A,-0.14538246393203735,-0.11005425453186035,-0.03162290369573384,-0.23701682686805725,-0.24745342135429382,-0.05475384583178311,-0.2615274041891098,-0.34763601422309875,-0.08219399889412671,-0.20914897322654724,-0.409144788980484,-0.099040454527767,-0.05954474210739136,-0.3810507655143738,-0.029364660656483466,-0.17911776900291443,-0.42514586448669434,-0.09120466401282101,-0.18295060098171234,-0.3023603856563568,-0.11229168464842587,-0.14968085289001465,-0.27965331077575684,-0.12311540385189801,0.031933367252349854,-0.3643096089363098,-0.0438825881988123,-0.10908442735671997,-0.379509299993515,-0.11581030329170972,-0.11782872676849365,-0.24044620990753174,-0.10906731923523694,-0.05824044346809387,-0.24538955092430115,-0.09042037864628583,0.10987633466720581,-0.31699860095977783,-0.0681019111484602,-0.015292227268218994,-0.32148659229278564,-0.1368487982958868,-0.04259759187698364,-0.2028292417526245,-0.09412520219984799,0.015416145324707031,-0.21516269445419312,-0.049522223225267226,0.16979992389678955,-0.2599530816078186,-0.09636002620163708,0.06411904096603394,-0.27519264817237854,-0.12377074947062283,0.014134824275970459,-0.2008126974105835,-0.0907421021670416,0.05352896451950073,-0.19898533821105957,-0.05953522985282689
A,0.12978076934814453,-0.056952834129333496,0.004729661813200892,0.21285194158554077,-0.12722814083099365,0.0242436385734095,0.19953972101211548,-0.20834296941757202,0.03442259570789474,0.13958966732025146,-0.23282122611999512,0.044319879917622984,0.11432647705078125,-0.1906411051750183,0.08435059031677383,0.12210488319396973,-0.2539359927177429,0.08486590227317947,0.13245058059692383,-0.2111833095550537,0.07021822473240036,0.13453805446624756,-0.17294543981552124,0.06043387642336029,0.044941842555999756,-0.19869297742843628,0.07680806955528396,0.05655103921890259,-0.25854530930519104,0.06821770658922333,0.06439495086669922,-0.19626358151435852,0.03909370741081375,0.05908876657485962,-0.1484699845314026,0.02371311066877979,-0.021724939346313477,-0.19902300834655762,0.06484765997362274,-0.0027091503143310547,-0.2620494067668915,0.04832776328754562,0.007170319557189941,-0.19476813077926636,0.03569593718481201,0.0010432600975036621,-0.1456041932106018,0.033906162439109266,-0.09547990560531616,-0.18720540404319763,0.05366145884823936,-0.0825086236000061,-0.26540595293045044,0.04966421490740913,-0.05837687849998474,-0.22743791341781616,0.05998599967193741,-0.044543325901031494,-0.18481287360191345,0.07103141090107101
A,0.13278651237487793,-0.06061476469039917,0.009963936496376391,0.2109876275062561,-0.13047969341278076,0.03181940349548995,0.1988154649734497,-0.21956709027290344,0.04183542760819137,0.1518893837928772,-0.2515107989311218,0.050958980198799964,0.11703664064407349,-0.20028990507125854,0.09587113964170157,0.1289752721786499,-0.26992157101631165,0.09607399659961402,0.13144320249557495,-0.22246766090393066,0.08062577652543723,0.13158553838729858,-0.18212223052978516,0.06948745655625999,0.04557734727859497,-0.2054561972618103,0.08514023977130591,0.061522841453552246,-0.27724364399909973,0.06942502814143836,0.06444758176803589,-0.20575308799743652,0.039148550804554816,0.059561967849731445,-0.15140438079833984,0.025474721889793273,-0.021918952465057373,-0.20405715703964233,0.0696741681060189,0.0018007159233093262,-0.27837300300598145,0.04707973855346381,0.010508060455322266,-0.2028455138206482,0.038119018401800986,0.005910217761993408,-0.14867153763771057,0.041380331244170065,-0.09808951616287231,-0.19213587045669556,0.055288717474638815,-0.07798194885253906,-0.2722683548927307,0.048156712528168555,-0.05475112795829773,-0.22644397616386414,0.05984818222731292,-0.04172474145889282,-0.18197494745254517,0.0730049203595513
A,0.13388556241989136,-0.07626187801361084,0.005426286159547544,0.20878547430038452,-0.1525450348854065,0.025176988354417063,0.1900029182434082,-0.23717328906059265,0.03286545667657492,0.15362197160720825,-0.27894359827041626,0.04098953250655768,0.09495466947555542,-0.21144938468933105,0.08789529595384238,0.09407728910446167,-0.28510749340057373,0.07905832622060416,0.10931175947189331,-0.2352219521999359,0.057655680364462114,0.1123616099357605,-0.19355085492134094,0.04472735468158362,0.01794600486755371,-0.2126392126083374,0.0769515404463732,0.022309482097625732,-0.28843992948532104,0.057176913505884386,0.03998607397079468,-0.21804893016815186,0.025012477672191835,0.03569251298904419,-0.1644294261932373,0.009677178597542024,-0.05552411079406738,-0.20744410157203674,0.060165218448730684,-0.04305756092071533,-0.2879859209060669,0.035757280325981355,-0.020798206329345703,-0.21374410390853882,0.02644238751241801,-0.023983478546142578,-0.15941107273101807,0.028806656038852907,-0.13416707515716553,-0.18905481696128845,0.04339925516256926,-0.12722495198249817,-0.2759611904621124,0.03428878951677916,-0.09319442510604858,-0.2348279058933258,0.04590817112335799,-0.07458382844924927,-0.19014334678649902,0.05910978782782195
A,-0.10419988632202148,-0.076011061668396,-0.0654971536883977,-0.16141873598098755,-0.17785358428955078,-0.0988085654267934,-0.14208966493606567,-0.268797904253006,-0.12790954976173907,-0.08390665054321289,-0.32642459869384766,-0.14375741152855426,-0.025872111320495605,-0.2660812437534332,-0.043194704938855466,-0.013014376163482666,-0.3134232759475708,-0.10160844146105319,-0.04297780990600586,-0.21996861696243286,-0.12076888351532489,-0.04692262411117554,-0.20278877019882202,-0.12932769327255755,0.06383204460144043,-0.24098962545394897,-0.03786838172766238,0.06571733951568604,-0.28746557235717773,-0.10638385384174853,0.018865525722503662,-0.18584877252578735,-0.11411211757751971,0.02194511890411377,-0.18503791093826294,-0.10757111876102954,0.14315146207809448,-0.2075740098953247,-0.04373218982311755,0.1452353596687317,-0.2560749650001526,-0.11315682648512393,0.08923089504241943,-0.16302257776260376,-0.08657481639477282,0.09273147583007812,-0.16334986686706543,-0.055224226106133756,0.2133985161781311,-0.1657334268093109,-0.05525703473779231,0.21359455585479736,-0.20991596579551697,-0.08793784051033526,0.16195857524871826,-0.1472800076007843,-0.06195244683715373,0.15926092863082886,-0.13644811511039734,-0.036354677070107755
A,0.09495672583580017,-0.07384884357452393,-0.06768494945396242,0.16137322783470154,-0.18066319823265076,-0.09533425521482286,0.12781986594200134,-0.2618675231933594,-0.11388324302066621,0.08188369870185852,-0.3166886568069458,-0.1183957765661603,0.022028952836990356,-0.25014621019363403,-0.0699496055804616,0.009465128183364868,-0.3094262480735779,-0.12869318675626573,0.04644492268562317,-0.21341955661773682,-0.14743851971257982,0.04582205414772034,-0.1966806948184967,-0.15525486421216783,-0.057618528604507446,-0.22021061182022095,-0.05843025174368677,-0.06205862760543823,-0.2709771394729614,-0.11628782105077562,-0.007019460201263428,-0.1688421368598938,-0.11865183812011537,-0.014246940612792969,-0.17422398924827576,-0.11471723121036348,-0.1230633556842804,-0.18705683946609497,-0.05585474994410333,-0.1321990191936493,-0.2435523271560669,-0.11413700979579744,-0.07627508044242859,-0.15233856439590454,-0.08529929917682466,-0.080874502658844,-0.15184897184371948,-0.058968988325489136,-0.19173255562782288,-0.14672866463661194,-0.05896609004963693,-0.1963142454624176,-0.1868879795074463,-0.09115827929605302,-0.14393675327301025,-0.13441988825798035,-0.06779014420141038,-0.13600096106529236,-0.12300410866737366,-0.04660502549637613
