label,handedness,rx1,ry1,rz1,rx2,ry2,rz2,rx3,ry3,rz3,rx4,ry4,rz4,rx5,ry5,rz5,rx6,ry6,rz6,rx7,ry7,rz7,rx8,ry8,rz8,rx9,ry9,rz9,rx10,ry10,rz10,rx11,ry11,rz11,rx12,ry12,rz12,rx13,ry13,rz13,rx14,ry14,rz14,rx15,ry15,rz15,rx16,ry16,rz16,rx17,ry17,rz17,rx18,ry18,rz18,rx19,ry19,rz19,rx20,ry20,rz20
A,Left,0.114308864,-0.054653287,-0.057967016,0.201578706,-0.146013856,-0.078712156,0.187424749,-0.233083308,-0.093091039,0.154770106,-0.296440333,-0.093699967,0.08725062,-0.220590979,-0.048112506,0.085940391,-0.294090659,-0.110165907,0.096474737,-0.190896213,-0.130965737,0.095308691,-0.166010976,-0.137911675,0.002337605,-0.206204564,-0.041029976,0.006871193,-0.269233704,-0.107096409,0.028923005,-0.158901274,-0.113497091,0.025726259,-0.155662418,-0.108164793,-0.071496666,-0.187541604,-0.043969528,-0.06546855,-0.246352792,-0.108993647,-0.037482888,-0.148022533,-0.084380095,-0.039658219,-0.146880269,-0.057090686,-0.147330582,-0.164066315,-0.051616491,-0.136322648,-0.206213564,-0.083104772,-0.102725595,-0.143790543,-0.060022225,-0.098449201,-0.132194877,-0.038179366
A,Left,0.116361141,-0.05618012,-0.054070615,0.20020467,-0.144577742,-0.074115147,0.189865231,-0.232224107,-0.088074026,0.153337836,-0.293340802,-0.089405713,0.08765623,-0.215684891,-0.049764053,0.088932693,-0.288297653,-0.108845067,0.095763177,-0.187647283,-0.128700805,0.092857152,-0.161473036,-0.135372904,0.002948493,-0.201370716,-0.04325026,0.011878252,-0.261210144,-0.104956252,0.031150579,-0.15334183,-0.110652228,0.024707883,-0.151284456,-0.106760373,-0.070935488,-0.1822474,-0.045565871,-0.060361743,-0.240044624,-0.107331452,-0.035610497,-0.144076586,-0.083091569,-0.041676223,-0.141259074,-0.057420326,-0.147504255,-0.159390152,-0.051964616,-0.133268595,-0.199805677,-0.08330815,-0.100454629,-0.137848258,-0.061047935,-0.100382626,-0.125075638,-0.040294406
A,Left,0.111390888,-0.060687185,-0.051773219,0.209166825,-0.133724183,-0.078281551,0.208958924,-0.223175198,-0.098612099,0.162911594,-0.283178851,-0.10735423,0.088609516,-0.241540552,-0.069966911,0.095333993,-0.308505446,-0.12903618,0.104260802,-0.20249495,-0.150779552,0.096629619,-0.17330584,-0.160283989,-0.003602743,-0.231102974,-0.067468389,0.007196575,-0.285374791,-0.130808718,0.031204074,-0.172089994,-0.143023825,0.02316308,-0.167615444,-0.148250408,-0.081235826,-0.209864915,-0.070087432,-0.069576204,-0.268493057,-0.129563413,-0.042917192,-0.166835309,-0.104730456,-0.048143387,-0.161585153,-0.082896478,-0.163468421,-0.183232844,-0.076260283,-0.154514373,-0.225615472,-0.105497076,-0.117690385,-0.162576735,-0.08013498,-0.114535451,-0.148376465,-0.059828325
A,Left,0.10821119,-0.072701991,-0.049719592,0.195859582,-0.159915626,-0.077598003,0.195093424,-0.246011973,-0.099667211,0.145978481,-0.301136881,-0.110666473,0.077181668,-0.248109609,-0.076489975,0.076841861,-0.314535171,-0.133109716,0.093433232,-0.210958183,-0.152420578,0.088795096,-0.184001476,-0.161939559,-0.016313821,-0.228773356,-0.074875561,-0.008974909,-0.281664014,-0.136594516,0.024513931,-0.172379285,-0.145898324,0.016714722,-0.16877842,-0.150663924,-0.093781679,-0.197582185,-0.077332859,-0.081558853,-0.255427003,-0.135701698,-0.046933651,-0.158063829,-0.108785917,-0.053534507,-0.151147127,-0.086718124,-0.172351479,-0.161004514,-0.083013837,-0.163082957,-0.203090877,-0.113654246,-0.119919508,-0.145494819,-0.089099524,-0.115579277,-0.132031739,-0.069857103
A,Left,0.11432606,-0.052468181,-0.059492427,0.207939505,-0.139691532,-0.085285316,0.191368401,-0.23182708,-0.102972495,0.146223903,-0.294469834,-0.107079792,0.087176263,-0.233624906,-0.069420579,0.086550772,-0.30826591,-0.130984965,0.095558047,-0.197931588,-0.150032329,0.09168607,-0.171418429,-0.156784165,-0.003214389,-0.22287792,-0.062205809,0.00015524,-0.287189827,-0.12549189,0.023530125,-0.17022872,-0.130414012,0.01692,-0.16810298,-0.126924458,-0.079987735,-0.205148399,-0.062508891,-0.07806921,-0.269711003,-0.125294092,-0.048216164,-0.162438393,-0.095966156,-0.050838798,-0.159268558,-0.067737694,-0.160018504,-0.180810064,-0.06694046,-0.162760496,-0.229334116,-0.098268527,-0.11959824,-0.163409501,-0.0712759,-0.104900718,-0.148681462,-0.047302271
A,Left,0.156147241,-0.077550649,-0.043161756,0.274209201,-0.206396222,-0.069836757,0.335407614,-0.286171615,-0.094017057,0.322581768,-0.340909958,-0.105954124,0.14244616,-0.362188935,-0.086091375,0.260378837,-0.3984375,-0.152420221,0.260816753,-0.29354012,-0.170545293,0.222683608,-0.269988566,-0.175849347,0.052653372,-0.360761434,-0.102491169,0.187661588,-0.357818812,-0.171816914,0.183949768,-0.236270666,-0.181335165,0.140564382,-0.239340603,-0.181690587,-0.025272429,-0.321691721,-0.124685718,0.103554487,-0.312125325,-0.196025027,0.115209579,-0.197444915,-0.179503037,0.074856937,-0.203989565,-0.159719972,-0.095825672,-0.268206298,-0.150181322,0.014297366,-0.25216189,-0.197600661,0.040744841,-0.182054937,-0.182277276,0.005496323,-0.183724463,-0.165768309
A,Left,0.139592766,-0.10110265,-0.061039692,0.24401158,-0.232045799,-0.097886237,0.275220871,-0.329067081,-0.125737833,0.240096032,-0.3994008,-0.140561225,0.049302518,-0.38745439,-0.09887022,0.189036548,-0.408059269,-0.161621409,0.199232459,-0.29154402,-0.176614883,0.149319529,-0.278156996,-0.182215499,-0.041674078,-0.379260391,-0.101114886,0.109962761,-0.365115225,-0.166925358,0.128837049,-0.236216545,-0.173855352,0.081429839,-0.24538213,-0.175340104,-0.110552371,-0.335234314,-0.108025285,0.039809405,-0.322178066,-0.179602313,0.062564969,-0.206564784,-0.157155293,0.017667532,-0.209982812,-0.134363609,-0.170061946,-0.272410363,-0.118269155,-0.047607422,-0.281457961,-0.164651143,-0.010307134,-0.208420932,-0.143331932,-0.043788553,-0.195051074,-0.121694321
A,Left,0.132358193,-0.112028659,-0.056906391,0.223757207,-0.240875423,-0.095029879,0.249084532,-0.335621923,-0.1266612,0.211537599,-0.40045467,-0.146351296,0.031868994,-0.391842306,-0.092879634,0.164694607,-0.417110443,-0.155722637,0.180337011,-0.300252021,-0.173655245,0.133471727,-0.281967461,-0.181845922,-0.05891639,-0.37938264,-0.097822506,0.088712871,-0.369686723,-0.163650367,0.114034175,-0.242280931,-0.172522683,0.06878519,-0.245006651,-0.175474543,-0.129066825,-0.331830353,-0.10747898,0.019371748,-0.322919578,-0.179805476,0.047052681,-0.208701253,-0.159847457,0.004310429,-0.204948008,-0.1381546,-0.190551252,-0.265775472,-0.120220158,-0.067708552,-0.275472939,-0.167303536,-0.025715113,-0.205531955,-0.147825513,-0.053458453,-0.189649403,-0.127111573
A,Left,0.129780769,-0.056952834,0.004729662,0.212851942,-0.127228141,0.024243638,0.199539721,-0.208342969,0.034422595,0.139589667,-0.232821226,0.04431988,0.114326477,-0.190641105,0.08435059,0.122104883,-0.253935993,0.084865902,0.132450581,-0.21118331,0.070218224,0.134538055,-0.17294544,0.060433876,0.044941843,-0.198692977,0.076808069,0.056551039,-0.258545309,0.068217706,0.064394951,-0.196263581,0.039093707,0.059088767,-0.148469984,0.02371311,-0.021724939,-0.199023008,0.06484766,-0.00270915,-0.262049407,0.048327763,0.00717032,-0.194768131,0.035695937,0.00104326,-0.145604193,0.033906162,-0.095479905,-0.187205404,0.053661459,-0.082508623,-0.265405953,0.049664215,-0.058376878,-0.227437913,0.059985999,-0.044543326,-0.184812874,0.071031411
A,Left,0.132786512,-0.060614764,0.009963937,0.210987627,-0.130479693,0.031819404,0.198815465,-0.21956709,0.041835428,0.151889384,-0.251510798,0.05095898,0.117036641,-0.200289905,0.09587114,0.128975272,-0.269921571,0.096073997,0.131443202,-0.22246766,0.080625777,0.131585538,-0.18212223,0.069487457,0.045577347,-0.205456197,0.08514024,0.061522841,-0.277243644,0.069425028,0.064447582,-0.205753088,0.039148551,0.059561968,-0.15140438,0.025474722,-0.021918953,-0.204057157,0.069674168,0.001800716,-0.278373003,0.047079739,0.01050806,-0.202845513,0.038119019,0.005910218,-0.148671537,0.041380331,-0.098089516,-0.19213587,0.055288718,-0.077981949,-0.272268354,0.048156713,-0.054751128,-0.226443976,0.059848182,-0.041724742,-0.181974947,0.073004921
A,Left,0.133885563,-0.076261878,0.005426286,0.208785475,-0.152545035,0.025176988,0.190002919,-0.23717329,0.032865456,0.153621972,-0.278943599,0.040989532,0.09495467,-0.211449385,0.087895296,0.09407729,-0.285107494,0.079058326,0.10931176,-0.235221953,0.05765568,0.11236161,-0.193550855,0.044727354,0.017946005,-0.212639213,0.07695154,0.022309483,-0.28843993,0.057176913,0.039986074,-0.218048931,0.025012477,0.035692513,-0.164429427,0.009677178,-0.05552411,-0.207444102,0.060165218,-0.04305756,-0.287985921,0.03575728,-0.020798206,-0.213744104,0.026442387,-0.023983478,-0.159411073,0.028806656,-0.134167075,-0.189054817,0.043399255,-0.127224952,-0.275961191,0.034288789,-0.093194425,-0.234827906,0.045908171,-0.074583828,-0.190143347,0.059109788
A,Left,0.101829678,-0.078728735,-0.072041059,0.176705152,-0.182706565,-0.099999229,0.141955107,-0.268982738,-0.118174906,0.094225198,-0.323476672,-0.122118349,0.031085878,-0.271375894,-0.062672349,0.024646699,-0.328265011,-0.123289461,0.054917842,-0.232669026,-0.146267379,0.05268839,-0.21933049,-0.156191106,-0.053867191,-0.245504409,-0.049757524,-0.055181444,-0.294911772,-0.112433481,-0.004423559,-0.186990738,-0.122146616,-0.009817034,-0.191299528,-0.123113538,-0.12351805,-0.212286115,-0.046372491,-0.127759069,-0.267469823,-0.110003362,-0.077399791,-0.168652296,-0.08582295,-0.082364887,-0.167290211,-0.06112125,-0.198499352,-0.170126021,-0.048610861,-0.203365058,-0.2142106,-0.080172288,-0.152243883,-0.157612264,-0.055914099,-0.145693213,-0.143589795,-0.034155993
A,Left,0.094956726,-0.073848844,-0.067684949,0.161373228,-0.180663199,-0.095334255,0.127819866,-0.261867524,-0.113883243,0.081883699,-0.316688657,-0.118395776,0.022028953,-0.250146211,-0.069949605,0.009465128,-0.309426248,-0.128693187,0.046444923,-0.213419557,-0.14743852,0.045822054,-0.196680695,-0.155254864,-0.057618529,-0.220210612,-0.058430252,-0.062058628,-0.27097714,-0.116287821,-0.00701946,-0.168842137,-0.118651838,-0.014246941,-0.17422399,-0.114717231,-0.123063356,-0.18705684,-0.05585475,-0.132199019,-0.243552328,-0.11413701,-0.076275081,-0.152338565,-0.085299299,-0.080874503,-0.151848972,-0.058968988,-0.191732556,-0.146728665,-0.05896609,-0.196314246,-0.18688798,-0.091158279,-0.143936753,-0.134419889,-0.067790144,-0.136000961,-0.123004109,-0.046605025
A,Left,0.099703282,-0.077642679,-0.06550574,0.169627398,-0.191937893,-0.090010909,0.136722773,-0.276927322,-0.106873264,0.090022236,-0.331694156,-0.110107181,0.028375596,-0.262823134,-0.060594385,0.012701273,-0.322756231,-0.122905967,0.052188009,-0.223515987,-0.146307265,0.053706855,-0.20445019,-0.156674271,-0.055606365,-0.232478976,-0.050521136,-0.061225981,-0.284293025,-0.115942908,-0.00351873,-0.179579735,-0.124617134,-0.008154064,-0.180057257,-0.123462339,-0.123550713,-0.197164833,-0.049764541,-0.133030862,-0.25175333,-0.114255396,-0.075554103,-0.157801985,-0.088511949,-0.079817534,-0.155504256,-0.062497364,-0.195251375,-0.153776049,-0.054310111,-0.197731406,-0.193340242,-0.088627127,-0.1452429,-0.138361096,-0.065828306,-0.140821964,-0.126571178,-0.044577913
A,Left,-0.224587261,-0.02879268,-0.033503462,-0.358657121,-0.142875016,-0.044080571,-0.440697968,-0.296692223,-0.047875993,-0.506504029,-0.411903471,-0.047584214,-0.249515503,-0.312643409,0.033774964,-0.368815898,-0.405855835,0.069100104,-0.412298649,-0.347350657,0.081295214,-0.411820054,-0.296325744,0.089203819,-0.146301507,-0.346073091,0.06611257,-0.2834073,-0.39286083,0.121635913,-0.321900844,-0.323673636,0.131936729,-0.307251602,-0.276221097,0.126546725,-0.06733644,-0.340398312,0.096643745,-0.206727266,-0.381789059,0.144883409,-0.245354562,-0.32875222,0.157268643,-0.226547241,-0.278137178,0.152418732,-0.012427747,-0.324888081,0.125827699,-0.129044711,-0.357362539,0.169138997,-0.171012222,-0.321501583,0.194197118,-0.164901554,-0.285182536,0.205378621
A,Left,-0.226106405,-0.01020354,-0.027619811,-0.366877169,-0.123800814,-0.034094259,-0.460699052,-0.264490098,-0.034153145,-0.554513291,-0.367222637,-0.032736797,-0.29234764,-0.292418241,0.072561346,-0.40700081,-0.37138316,0.161417089,-0.456594885,-0.338893473,0.220091633,-0.468200863,-0.299140036,0.257646881,-0.185258627,-0.330834895,0.116785697,-0.32125032,-0.36633423,0.229810722,-0.352420569,-0.286971211,0.285300724,-0.348546177,-0.236557305,0.311474792,-0.104883254,-0.323219865,0.159087948,-0.238033623,-0.356965631,0.259816997,-0.27567476,-0.294875383,0.296844683,-0.265027791,-0.241067946,0.302110724,-0.039782286,-0.30668062,0.199172638,-0.152900696,-0.329993099,0.286851309,-0.198294163,-0.288388371,0.325858943,-0.200583339,-0.245718926,0.340916596
A,Left,-0.215385496,-0.020573258,-0.038958963,-0.343163609,-0.123349487,-0.052312408,-0.424283981,-0.261438846,-0.057303395,-0.500872045,-0.366779029,-0.059694182,-0.254739165,-0.284348428,0.052547723,-0.367858171,-0.358463734,0.112347566,-0.410550415,-0.308122038,0.141795196,-0.408265412,-0.261630505,0.160989531,-0.158237099,-0.315824359,0.094908811,-0.292838812,-0.362607806,0.178415962,-0.331848889,-0.292488902,0.205021732,-0.325046658,-0.247990965,0.210429542,-0.08608222,-0.30767101,0.134402,-0.21731317,-0.348842799,0.210420437,-0.262276321,-0.295720785,0.232504256,-0.251189947,-0.250005543,0.230319463,-0.031641423,-0.293637305,0.171071924,-0.14339441,-0.323906183,0.23913645,-0.190898061,-0.288465082,0.271452852,-0.195144355,-0.252838254,0.283573784
A,Left,0.155385793,0.023498893,-0.018392064,0.289023757,-0.059936404,-0.021570285,0.329477966,-0.176676094,-0.025171888,0.289608777,-0.248056173,-0.024002469,0.237963736,-0.151047229,-0.011442344,0.234782398,-0.23498851,-0.05159022,0.223417819,-0.161065578,-0.082188734,0.231617213,-0.126051306,-0.102653541,0.151029766,-0.165144682,-0.020699241,0.152356237,-0.23687756,-0.058384501,0.153694272,-0.139713585,-0.074096442,0.173407555,-0.118168592,-0.084857681,0.077291221,-0.160817206,-0.035012976,0.074438095,-0.223437965,-0.074505851,0.085972727,-0.13443911,-0.070997351,0.114780158,-0.108529389,-0.065245674,0.018305898,-0.150277257,-0.050606862,0.006049156,-0.186830699,-0.066444845,0.018551469,-0.126696586,-0.05527103,0.040138245,-0.103134751,-0.04801295
A,Left,0.131955833,-0.045828938,-0.034317536,0.228338778,-0.139020979,-0.047720672,0.22473383,-0.243548632,-0.056669464,0.176690162,-0.304109335,-0.054760323,0.152890265,-0.235015511,-0.046400861,0.145698577,-0.301901996,-0.090401334,0.139895261,-0.205974281,-0.107491357,0.141030073,-0.191591918,-0.118313847,0.059680105,-0.228124529,-0.05132631,0.068766624,-0.279128879,-0.091573497,0.077963174,-0.168903828,-0.096623687,0.084196329,-0.176965773,-0.102982161,-0.01572138,-0.204728246,-0.061267228,-0.0059008,-0.250673115,-0.10407113,0.010296256,-0.156076491,-0.082629991,0.013690949,-0.161467969,-0.068031927,-0.082435667,-0.182731032,-0.07434575,-0.078843951,-0.202125132,-0.097365712,-0.058133304,-0.145659089,-0.079243166,-0.06079489,-0.149404764,-0.067934034
A,Left,0.117958427,-0.062973797,-0.042498247,0.206083298,-0.161770463,-0.0619272,0.194526196,-0.261357546,-0.075561684,0.147396326,-0.323242366,-0.07912824,0.107720614,-0.261611879,-0.061805849,0.111665666,-0.318249941,-0.110774768,0.112310529,-0.219620645,-0.132723671,0.105357707,-0.211386621,-0.147186187,0.01335007,-0.247594625,-0.061012012,0.028375805,-0.287660748,-0.104481486,0.049914688,-0.177006781,-0.112057348,0.047256738,-0.188284933,-0.121305835,-0.061176031,-0.216028929,-0.064539415,-0.047223925,-0.253331393,-0.107733761,-0.018839687,-0.160453975,-0.085745973,-0.020983934,-0.165885866,-0.072230254,-0.127621174,-0.187044263,-0.071567503,-0.117921054,-0.198511541,-0.095645276,-0.087567746,-0.144443512,-0.077961815,-0.090924203,-0.146166026,-0.06727795
A,Left,0.143778026,-0.086211681,-0.104715344,0.250524521,-0.220461547,-0.149655741,0.213731885,-0.353776366,-0.177744072,0.153384328,-0.448998243,-0.182310921,0.074230313,-0.33123523,-0.119217929,0.039688051,-0.444889411,-0.21000233,0.077694357,-0.29793036,-0.231140834,0.088388324,-0.263561934,-0.234150868,-0.042292774,-0.297671616,-0.096746814,-0.068266809,-0.39237994,-0.186849203,-0.007324099,-0.235425949,-0.183522117,-0.005420446,-0.243993044,-0.169531923,-0.141966104,-0.264639437,-0.087735635,-0.168576717,-0.3516455,-0.174519923,-0.106136143,-0.215374947,-0.126743358,-0.098683506,-0.220383346,-0.081880737,-0.244768977,-0.227445781,-0.087090832,-0.271318853,-0.284757584,-0.129918959,-0.202777028,-0.207112253,-0.093383905,-0.176798403,-0.194034576,-0.059890133
A,Left,0.13722682,-0.079322517,-0.104565163,0.235870481,-0.214584887,-0.150818375,0.198219895,-0.3427715,-0.182226163,0.144019067,-0.43751654,-0.193397504,0.063926995,-0.311276316,-0.108907697,0.0254457,-0.414022863,-0.197612253,0.065603852,-0.284214019,-0.22060847,0.079190075,-0.251727432,-0.225432214,-0.046684206,-0.274342239,-0.087841575,-0.076017082,-0.362144708,-0.18010987,-0.015047491,-0.221379399,-0.179904592,-0.011676133,-0.223375141,-0.165673253,-0.140973419,-0.235656798,-0.080865797,-0.17033878,-0.311464309,-0.171485659,-0.102955967,-0.187468707,-0.127193582,-0.091577262,-0.19108802,-0.082153846,-0.236146629,-0.190352857,-0.082428773,-0.261256725,-0.242854803,-0.130077597,-0.193496436,-0.167954743,-0.096413714,-0.165659696,-0.158005744,-0.063597833
