label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,Left,0.409006268,0.702375293,-1.09E-06,0.523315132,0.647722006,-0.057968106,0.610584974,0.556361437,-0.078713246,0.596431017,0.469291985,-0.093092129,0.563776374,0.40593496,-0.093701057,0.496256888,0.481784314,-0.048113596,0.494946659,0.408284634,-0.110166997,0.505481005,0.51147908,-0.130966827,0.504314959,0.536364317,-0.137912765,0.411343873,0.496170729,-0.041031066,0.415877461,0.433141589,-0.107097499,0.437929273,0.543474019,-0.113498181,0.434732527,0.546712875,-0.108165883,0.337509602,0.514833689,-0.043970618,0.343537718,0.456022501,-0.108994737,0.37152338,0.55435276,-0.084381185,0.369348049,0.555495024,-0.057091776,0.261675686,0.538308978,-0.051617581,0.27268362,0.496161729,-0.083105862,0.306280673,0.55858475,-0.060023315,0.310557067,0.570180416,-0.038180456
A,Left,0.382666588,0.708171785,-9.86E-07,0.499027729,0.651991665,-0.054071601,0.582871258,0.563594043,-0.074116133,0.572531819,0.475947678,-0.088075012,0.536004424,0.414830983,-0.089406699,0.470322818,0.492486894,-0.049765039,0.471599281,0.419874132,-0.108846053,0.478429765,0.520524502,-0.128701791,0.47552374,0.546698749,-0.13537389,0.385615081,0.506801069,-0.043251246,0.39454484,0.446961641,-0.104957238,0.413817167,0.554829955,-0.110653214,0.407374471,0.556887329,-0.106761359,0.3117311,0.525924385,-0.045566857,0.322304845,0.468127161,-0.107332438,0.347056091,0.564095199,-0.083092555,0.340990365,0.566912711,-0.057421312,0.235162333,0.548781633,-0.051965602,0.249397993,0.508366108,-0.083309136,0.282211959,0.570323527,-0.061048921,0.282283962,0.583096147,-0.040295392
A,Left,0.422881067,0.520708323,-9.62E-07,0.534271955,0.460021138,-0.051774181,0.632047892,0.38698414,-0.078282513,0.631839991,0.297533125,-0.098613061,0.585792661,0.237529472,-0.107355192,0.511490583,0.279167771,-0.069967873,0.51821506,0.212202877,-0.129037142,0.527141869,0.318213373,-0.150780514,0.519510686,0.347402483,-0.160284951,0.419278324,0.289605349,-0.067469351,0.430077642,0.235333532,-0.13080968,0.454085141,0.348618329,-0.143024787,0.446044147,0.353092879,-0.14825137,0.341645241,0.310843408,-0.070088394,0.353304863,0.252215266,-0.129564375,0.379963875,0.353873014,-0.104731418,0.37473768,0.35912317,-0.08289744,0.259412646,0.337475479,-0.076261245,0.268366694,0.295092851,-0.105498038,0.305190682,0.358131588,-0.080135942,0.308345616,0.372331858,-0.059829287
A,Left,0.445811301,0.564332247,-8.82E-07,0.554022491,0.491630256,-0.049720474,0.641670883,0.404416621,-0.077598885,0.640904725,0.318320274,-0.099668093,0.591789782,0.263195366,-0.110667355,0.522992969,0.316222638,-0.076490857,0.522653162,0.249797076,-0.133110598,0.539244533,0.353374064,-0.15242146,0.534606397,0.380330771,-0.161940441,0.42949748,0.335558891,-0.074876443,0.436836392,0.282668233,-0.136595398,0.470325232,0.391952962,-0.145899206,0.462526023,0.395553827,-0.150664806,0.352029622,0.366750062,-0.077333741,0.364252448,0.308905244,-0.13570258,0.39887765,0.406268418,-0.108786799,0.392276794,0.41318512,-0.086719006,0.273459822,0.403327733,-0.083014719,0.282728344,0.36124137,-0.113655128,0.325891793,0.418837428,-0.089100406,0.330232024,0.432300508,-0.069857985
A,Left,0.466830671,0.503300965,-1.07E-06,0.581156731,0.450832784,-0.059493497,0.674770176,0.363609433,-0.085286386,0.658199072,0.271473885,-0.102973565,0.613054574,0.208831131,-0.107080862,0.554006934,0.269676059,-0.069421649,0.553381443,0.195035055,-0.130986035,0.562388718,0.305369377,-0.150033399,0.558516741,0.331882536,-0.156785235,0.463616282,0.280423045,-0.062206879,0.466985911,0.216111138,-0.12549296,0.490360796,0.333072245,-0.130415082,0.483750671,0.335197985,-0.126925528,0.386842936,0.298152566,-0.062509961,0.388761461,0.233589962,-0.125295162,0.418614507,0.340862572,-0.095967226,0.415991873,0.344032407,-0.067738764,0.306812167,0.322490901,-0.06694153,0.304070175,0.273966849,-0.098269597,0.347232431,0.339891464,-0.07127697,0.361929953,0.354619503,-0.047303341
A,Left,0.518569887,0.728680968,-2.25E-07,0.674717128,0.651130319,-0.043161981,0.792779088,0.522284746,-0.069836982,0.853977501,0.442509353,-0.094017282,0.841151655,0.38777101,-0.105954349,0.661016047,0.366492033,-0.0860916,0.778948724,0.330243468,-0.152420446,0.77938664,0.435140848,-0.170545518,0.741253495,0.458692402,-0.175849572,0.571223259,0.367919534,-0.102491394,0.706231475,0.370862156,-0.171817139,0.702519655,0.492410302,-0.18133539,0.659134269,0.489340365,-0.181690812,0.493297458,0.406989247,-0.124685943,0.622124374,0.416555643,-0.196025252,0.633779466,0.531236053,-0.179503262,0.593426824,0.524691403,-0.159720197,0.422744215,0.46047467,-0.150181547,0.532867253,0.476519078,-0.197600886,0.559314728,0.546626031,-0.182277501,0.52406621,0.544956505,-0.165768534
A,Left,0.589316905,0.718701601,-5.34E-07,0.728909671,0.617598951,-0.061040226,0.833328485,0.486655802,-0.097886771,0.864537776,0.38963452,-0.125738367,0.829412937,0.319300801,-0.140561759,0.638619423,0.331247211,-0.098870754,0.778353453,0.310642332,-0.161621943,0.788549364,0.427157581,-0.176615417,0.738636434,0.440544605,-0.182216033,0.547642827,0.33944121,-0.10111542,0.699279666,0.353586376,-0.166925892,0.718153954,0.482485056,-0.173855886,0.670746744,0.473319471,-0.175340638,0.478764534,0.383467287,-0.108025819,0.62912631,0.396523535,-0.179602847,0.651881874,0.512136817,-0.157155827,0.606984437,0.508718789,-0.134364143,0.419254959,0.446291238,-0.118269689,0.541709483,0.43724364,-0.164651677,0.579009771,0.510280669,-0.143332466,0.545528352,0.523650527,-0.121694855
A,Left,0.627640367,0.722952843,-5.03E-07,0.75999856,0.610924184,-0.056906894,0.851397574,0.48207742,-0.095030382,0.876724899,0.38733092,-0.126661703,0.839177966,0.322498173,-0.146351799,0.659509361,0.331110537,-0.092880137,0.792334974,0.3058424,-0.15572314,0.807977378,0.422700822,-0.173655748,0.761112094,0.440985382,-0.181846425,0.568723977,0.343570203,-0.097823009,0.716353238,0.35326612,-0.16365087,0.741674542,0.480671912,-0.172523186,0.696425557,0.477946192,-0.175475046,0.498573542,0.39112249,-0.107479483,0.647012115,0.400033265,-0.179805979,0.674693048,0.51425159,-0.15984796,0.631950796,0.518004835,-0.138155103,0.437089115,0.457177371,-0.120220661,0.559931815,0.447479904,-0.167304039,0.601925254,0.517420888,-0.147826016,0.574181914,0.53330344,-0.127112076
A,Left,0.5466609,0.61569947,-5.48E-07,0.676441669,0.558746636,0.004729114,0.759512842,0.488471329,0.02424309,0.746200621,0.407356501,0.034422047,0.686250567,0.382878244,0.044319332,0.660987377,0.425058365,0.084350042,0.668765783,0.361763477,0.084865354,0.679111481,0.40451616,0.070217676,0.681198955,0.44275403,0.060433328,0.591602743,0.417006493,0.076807521,0.603211939,0.357154161,0.068217158,0.611055851,0.419435889,0.039093159,0.605749667,0.467229486,0.023712562,0.524935961,0.416676462,0.064847112,0.54395175,0.353650063,0.048327215,0.55383122,0.420931339,0.035695389,0.54770416,0.470095277,0.033905614,0.451180995,0.428494066,0.053660911,0.464152277,0.350293517,0.049663667,0.488284022,0.388261557,0.059985451,0.502117574,0.430886596,0.071030863
A,Left,0.554324925,0.628470778,-5.63E-07,0.687111437,0.567856014,0.009963374,0.765312552,0.497991085,0.031818841,0.75314039,0.408903688,0.041834865,0.706214309,0.37695998,0.050958417,0.671361566,0.428180873,0.095870577,0.683300197,0.358549207,0.096073434,0.685768127,0.406003118,0.080625214,0.685910463,0.446348548,0.069486894,0.599902272,0.423014581,0.085139677,0.615847766,0.351227134,0.069424465,0.618772507,0.42271769,0.039147988,0.613886893,0.477066398,0.025474159,0.532405972,0.424413621,0.069673605,0.556125641,0.350097775,0.047079176,0.564832985,0.425625265,0.038118456,0.560235143,0.479799241,0.041379768,0.456235409,0.436334908,0.055288155,0.476342976,0.356202424,0.04815615,0.499573797,0.402026802,0.059847619,0.512600183,0.446495831,0.073004358
A,Left,0.559043705,0.655148149,-6.40E-07,0.692929268,0.578886271,0.005425646,0.76782918,0.502603114,0.025176348,0.749046624,0.417974859,0.032864816,0.712665677,0.37620455,0.040988892,0.653998375,0.443698764,0.087894656,0.653120995,0.370040655,0.079057686,0.668355465,0.419926196,0.05765504,0.671405315,0.461597294,0.044726714,0.57698971,0.442508936,0.0769509,0.581353188,0.366708219,0.057176273,0.599029779,0.437099218,0.025011837,0.594736218,0.490718722,0.009676538,0.503519595,0.447704047,0.060164578,0.515986145,0.367162228,0.03575664,0.538245499,0.441404045,0.026441747,0.535060227,0.495737076,0.028806016,0.42487663,0.466093332,0.043398615,0.431818753,0.379186958,0.034288149,0.46584928,0.420320243,0.045907531,0.484459877,0.465004802,0.059109148
A,Left,0.46894452,0.573129177,-7.65E-07,0.570774198,0.494400442,-0.072041824,0.645649672,0.390422612,-0.099999994,0.610899627,0.304146439,-0.118175671,0.563169718,0.249652505,-0.122119114,0.500030398,0.301753283,-0.062673114,0.493591219,0.244864166,-0.123290226,0.523862362,0.340460151,-0.146268144,0.52163291,0.353798687,-0.156191871,0.415077329,0.327624768,-0.049758289,0.413763076,0.278217405,-0.112434246,0.464520961,0.386138439,-0.122147381,0.459127486,0.381829649,-0.123114303,0.34542647,0.360843062,-0.046373256,0.341185451,0.305659354,-0.110004127,0.391544729,0.404476881,-0.085823715,0.386579633,0.405838966,-0.061122015,0.270445168,0.403003156,-0.048611626,0.265579462,0.358918577,-0.080173053,0.316700637,0.415516913,-0.055914864,0.323251307,0.429539382,-0.034156758
A,Left,0.456776172,0.580912948,-8.56E-07,0.551732898,0.507064104,-0.067685805,0.6181494,0.400249749,-0.095335111,0.584596038,0.319045424,-0.113884099,0.538659871,0.264224291,-0.118396632,0.478805125,0.330766737,-0.069950461,0.4662413,0.2714867,-0.128694043,0.503221095,0.367493391,-0.147439376,0.502598226,0.384232253,-0.15525572,0.399157643,0.360702336,-0.058431108,0.394717544,0.309935808,-0.116288677,0.449756712,0.412070811,-0.118652694,0.442529231,0.406688958,-0.114718087,0.333712816,0.393856108,-0.055855606,0.324577153,0.33736062,-0.114137866,0.380501091,0.428574383,-0.085300155,0.375901669,0.429063976,-0.058969844,0.265043616,0.434184283,-0.058966946,0.260461926,0.394024968,-0.091159135,0.312839419,0.446493059,-0.067791,0.320775211,0.457908839,-0.046605881
A,Left,0.467530638,0.584069967,-9.34E-07,0.56723392,0.506427288,-0.065506674,0.637158036,0.392132074,-0.090011843,0.604253411,0.307142645,-0.106874198,0.557552874,0.252375811,-0.110108115,0.495906234,0.321246833,-0.060595319,0.480231911,0.261313736,-0.122906901,0.519718647,0.36055398,-0.146308199,0.521237493,0.379619777,-0.156675205,0.411924273,0.351590991,-0.05052207,0.406304657,0.299776942,-0.115943842,0.464011908,0.404490232,-0.124618068,0.459376574,0.40401271,-0.123463273,0.343979925,0.386905134,-0.049765475,0.334499776,0.332316637,-0.11425633,0.391976535,0.426267982,-0.088512883,0.387713104,0.428565711,-0.062498298,0.272279263,0.430293918,-0.054311045,0.269799232,0.390729725,-0.088628061,0.322287738,0.445708871,-0.06582924,0.326708674,0.457498789,-0.044578847
A,Left,0.714750051,0.689230502,-6.85E-07,0.49016279,0.660437822,-0.033504147,0.35609293,0.546355486,-0.044081256,0.274052083,0.392538279,-0.047876678,0.208246022,0.277327031,-0.047584899,0.465234548,0.376587093,0.033774279,0.345934153,0.283374667,0.069099419,0.302451402,0.341879845,0.081294529,0.302929997,0.392904758,0.089203134,0.568448544,0.343157411,0.066111885,0.431342751,0.296369672,0.121635228,0.392849207,0.365556866,0.131936044,0.407498449,0.413009405,0.12654604,0.647413611,0.34883219,0.09664306,0.508022785,0.307441443,0.144882724,0.469395489,0.360478282,0.157267958,0.48820281,0.411093324,0.152418047,0.702322304,0.364342421,0.125827014,0.58570534,0.331867963,0.169138312,0.543737829,0.367728919,0.194196433,0.549848497,0.404047966,0.205377936
A,Left,0.719669819,0.725965321,-2.01E-07,0.493563414,0.715761781,-0.027620012,0.35279265,0.602164507,-0.03409446,0.258970767,0.461475223,-0.034153346,0.165156528,0.358742684,-0.032736998,0.427322179,0.43354708,0.072561145,0.312669009,0.354582161,0.161416888,0.263074934,0.387071848,0.220091432,0.251468956,0.426825285,0.25764668,0.534411192,0.395130426,0.116785496,0.398419499,0.359631091,0.229810521,0.36724925,0.43899411,0.285300523,0.371123642,0.489408016,0.311474591,0.614786565,0.402745456,0.159087747,0.481636196,0.36899969,0.259816796,0.443995059,0.431089938,0.296844482,0.454642028,0.484897375,0.302110523,0.679887533,0.419284701,0.199172437,0.566769123,0.395972222,0.286851108,0.521375656,0.43757695,0.325858742,0.51908648,0.480246395,0.340916395
A,Left,0.700379729,0.701519012,-2.46E-07,0.484994233,0.680945754,-0.038959209,0.35721612,0.578169525,-0.052312654,0.276095748,0.440080166,-0.057303641,0.199507684,0.334739983,-0.059694428,0.445640564,0.417170584,0.052547477,0.332521558,0.343055278,0.11234732,0.289829314,0.393396974,0.14179495,0.292114317,0.439888507,0.160989285,0.54214263,0.385694653,0.094908565,0.407540917,0.338911206,0.178415716,0.36853084,0.40903011,0.205021486,0.375333071,0.453528047,0.210429296,0.614297509,0.393848002,0.134401754,0.483066559,0.352676213,0.210420191,0.438103408,0.405798227,0.23250401,0.449189782,0.451513469,0.230319217,0.668738306,0.407881707,0.171071678,0.556985319,0.377612829,0.239136204,0.509481668,0.41305393,0.271452606,0.505235374,0.448680758,0.283573538
A,Left,0.274446964,0.694634318,-4.09E-07,0.429832757,0.718133211,-0.018392473,0.563470721,0.634697914,-0.021570694,0.60392493,0.517958224,-0.025172297,0.564055741,0.446578145,-0.024002878,0.5124107,0.543587089,-0.011442753,0.509229362,0.459645808,-0.051590629,0.497864783,0.53356874,-0.082189143,0.506064177,0.568583012,-0.10265395,0.42547673,0.529489636,-0.02069965,0.426803201,0.457756758,-0.05838491,0.428141236,0.554920733,-0.074096851,0.447854519,0.576465726,-0.08485809,0.351738185,0.533817112,-0.035013385,0.348885059,0.471196353,-0.07450626,0.360419691,0.560195208,-0.07099776,0.389227122,0.586104929,-0.065246083,0.292752862,0.544357061,-0.050607271,0.28049612,0.507803619,-0.066445254,0.292998433,0.567937732,-0.055271439,0.314585209,0.591499567,-0.048013359
A,Left,0.34369719,0.709486842,-5.91E-07,0.475653023,0.663657904,-0.034318127,0.572035968,0.570465863,-0.047721263,0.56843102,0.46593821,-0.056670055,0.520387352,0.405377507,-0.054760914,0.496587455,0.474471331,-0.046401452,0.489395767,0.407584846,-0.090401925,0.483592451,0.503512561,-0.107491948,0.484727263,0.517894924,-0.118314438,0.403377295,0.481362313,-0.051326901,0.412463814,0.430357963,-0.091574088,0.421660364,0.540583014,-0.096624278,0.427893519,0.532521069,-0.102982752,0.32797581,0.504758596,-0.061267819,0.33779639,0.458813727,-0.104071721,0.353993446,0.553410351,-0.082630582,0.357388139,0.548018873,-0.068032518,0.261261523,0.52675581,-0.074346341,0.264853239,0.50736171,-0.097366303,0.285563886,0.563827753,-0.079243757,0.2829023,0.560082078,-0.067934625
A,Left,0.409655213,0.73613739,-5.84E-07,0.52761364,0.673163593,-0.042498831,0.615738511,0.574366927,-0.061927784,0.604181409,0.474779844,-0.075562268,0.557051539,0.412895024,-0.079128824,0.517375827,0.474525511,-0.061806433,0.521320879,0.417887449,-0.110775352,0.521965742,0.516516745,-0.132724255,0.51501292,0.524750769,-0.147186771,0.423005283,0.488542765,-0.061012596,0.438031018,0.448476642,-0.10448207,0.459569901,0.559130609,-0.112057932,0.456911951,0.547852457,-0.121306419,0.348479182,0.520108461,-0.064539999,0.362431288,0.482805997,-0.107734345,0.390815526,0.575683415,-0.085746557,0.388671279,0.570251524,-0.072230838,0.282034039,0.549093127,-0.071568087,0.291734159,0.537625849,-0.09564586,0.322087467,0.591693878,-0.077962399,0.31873101,0.589971364,-0.067278534
A,Left,0.591447234,0.654206276,-1.27E-06,0.73522526,0.567994595,-0.104716614,0.841971755,0.433744729,-0.149657011,0.805179119,0.30042991,-0.177745342,0.744831562,0.205208033,-0.182312191,0.665677547,0.322971046,-0.119219199,0.631135285,0.209316865,-0.2100036,0.669141591,0.356275916,-0.231142104,0.679835558,0.390644342,-0.234152138,0.54915446,0.35653466,-0.096748084,0.523180425,0.261826336,-0.186850473,0.584123135,0.418780327,-0.183523387,0.586026788,0.410213232,-0.169533193,0.44948113,0.389566839,-0.087736905,0.422870517,0.302560776,-0.174521193,0.485311091,0.438831329,-0.126744628,0.492763728,0.43382293,-0.081882007,0.346678257,0.426760495,-0.087092102,0.320128381,0.369448692,-0.129920229,0.388670206,0.447094023,-0.093385175,0.414648831,0.4601717,-0.059891403
A,Left,0.535756588,0.608819544,-1.21E-06,0.672983408,0.529497027,-0.104566373,0.771627069,0.394234657,-0.150819585,0.733976483,0.266048044,-0.182227373,0.679775655,0.171303004,-0.193398714,0.599683583,0.297543228,-0.108908907,0.561202288,0.194796681,-0.197613463,0.60136044,0.324605525,-0.22060968,0.614946663,0.357092112,-0.225433424,0.489072382,0.334477305,-0.087842785,0.459739506,0.246674836,-0.18011108,0.520709097,0.387440145,-0.179905802,0.524080455,0.385444403,-0.165674463,0.394783169,0.373162746,-0.080867007,0.365417808,0.297355235,-0.171486869,0.432800621,0.421350837,-0.127194792,0.444179326,0.417731524,-0.082155056,0.299609959,0.418466687,-0.082429983,0.274499863,0.365964741,-0.130078807,0.342260152,0.440864801,-0.096414924,0.370096892,0.4508138,-0.063599043
A,Left,0.497823,0.693206966,-1.08E-06,0.62403214,0.624013782,-0.085930325,0.717977822,0.510628402,-0.123673514,0.685328722,0.412030101,-0.149036869,0.638134122,0.339133054,-0.157160088,0.565670907,0.411426216,-0.101376653,0.560953677,0.344917923,-0.180323541,0.587528229,0.471034467,-0.204589859,0.58759737,0.49173221,-0.21413441,0.459580392,0.438445628,-0.086684354,0.465608895,0.3865785,-0.170367777,0.511171222,0.517111182,-0.176500499,0.507635534,0.508236766,-0.172400981,0.371852756,0.471332192,-0.082253411,0.378383815,0.418150187,-0.162521243,0.427149475,0.53376925,-0.129743814,0.424365163,0.527580619,-0.098105557,0.284163952,0.509324074,-0.084626123,0.297054946,0.480212152,-0.127937779,0.350214988,0.549836159,-0.103553422,0.356331885,0.555526257,-0.080895469
